order_id,customer_id,customer_name,customer_segment,customer_type,first_purchase_date,last_purchase_date,product_id,product_name,category,sub_category,brand,order_date,quantity,unit_price,discount_pct,sales_channel,payment_method,sales_rep,region,operating_expenses,cash_balance,debt_balance,monthly_burn,churn_flag,gross_revenue,net_revenue,cogs_pct,cost_of_goods_sold,gross_profit,order_year,order_month,order_quarter,order_month_year,margin_pct
11613,P1019,Beatriz Alves,Consumer,Returning,2023-03-31,2025-10-13,P1019,Thinkpad E14,Electronics,Laptops,Lenovo,2024-02-20,1,1139.72,0.0,Online,Credit Card,Ana,South,124.49,13313.94,3602.45,96.67,0,1139.72,1139.72,0.85,968.762,170.95800000000008,2024,2,1,2024-02,15.000000000000007
11614,P1017,Carlos Araújo,Consumer,Returning,2023-03-24,2025-03-05,P1017,Charge 5,Electronics,Audio,Jbl,2024-01-30,1,168.78,0.0,Online,Cash,Diego,North,130.74,9455.83,66.37,124.35,0,168.78,168.78,0.7,118.14599999999999,50.634000000000015,2024,1,1,2024-01,30.00000000000001
11615,P1038,Vanessa Lima,Consumer,New,2022-09-10,2024-11-09,P1038,M10 Plus,Electronics,Tablets,Lenovo,2024-11-09,2,248.1,0.0,Retail,Cash,Diego,East,185.25,11298.08,4379.51,246.56,1,496.2,496.2,0.75,372.15,124.05000000000001,2024,11,4,2024-11,25.000000000000007
11616,P1011,Mariana Oliveira,Corporate,Returning,2023-11-01,2025-10-30,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2025-04-09,1,378.21,0.0,Online,Credit Card,Diego,South,118.22,5250.99,4893.7,388.26,0,378.21,378.21,0.8,302.568,75.642,2025,4,2,2025-04,20.0
11617,P1040,Pedro Teixeira,Smb,New,2023-03-10,2025-09-26,P1040,Kiyo Pro,Electronics,Peripherals,Razer,2025-09-26,1,148.1,0.0,Online,Credit Card,Camila,Central,315.8,7891.09,3684.25,278.32,1,148.1,148.1,0.5,74.05,74.05,2025,9,3,2025-09,50.0
11618,P1008,Pedro Teixeira,Smb,Returning,2023-06-10,2025-04-08,P1008,Homepod Mini,Electronics,Audio,Apple,2024-11-03,3,106.53,0.0,Online,Credit Card,Eduardo,North,242.74,9816.01,2394.47,234.95,1,319.59000000000003,319.59000000000003,0.7,223.71300000000002,95.87700000000001,2024,11,4,2024-11,30.0
11619,P1027,Carlos Alves,Consumer,Returning,2023-06-25,2024-11-01,P1027,320K Keyboard,Electronics,Peripherals,Hp,2024-11-01,1,40.67,0.0,Retail,Credit Card,Camila,North,310.31,6740.54,5024.69,117.16,0,40.67,40.67,0.5,20.335,20.335,2024,11,4,2024-11,50.0
11620,P1043,Gabriel Mendes,Corporate,Returning,2022-09-17,2025-07-05,P1043,Blackwidow V4,Electronics,Peripherals,Razer,2025-07-05,1,181.61,0.2,Retail,Credit Card,Diego,West,196.53,4970.5,2809.29,392.48,1,181.61,145.288,0.5,90.805,54.483000000000004,2025,7,3,2025-07,37.5
11621,P1026,Rafael Araújo,Consumer,New,2023-06-26,2025-09-22,P1026,Inspiron 15,Electronics,Laptops,Dell,2025-09-22,1,716.46,0.05,Retail,Cash,Ana,South,291.54,15132.39,1589.85,228.15,0,716.46,680.6370000000001,0.85,608.991,71.64600000000007,2025,9,3,2025-09,10.526315789473694
11622,P1015,Sofia Rocha,Consumer,New,2023-01-27,2025-05-10,P1015,Ideapad 5,Electronics,Laptops,Lenovo,2025-05-10,2,739.23,0.1,Online,Debit Card,Diego,North,219.26,6755.02,1777.0,346.17,0,1478.46,1330.614,0.85,1256.691,73.923,2025,5,2,2025-05,5.555555555555555
11623,P1016,João Gomes,Corporate,New,2023-01-04,2025-08-24,P1016,Macbook Air M2,Electronics,Laptops,Apple,2025-08-24,1,1361.75,0.15,Online,Credit Card,Diego,East,271.65,17617.03,5839.55,271.81,0,1361.75,1157.4875,0.85,1157.4875,0.0,2025,8,3,2025-08,0.0
11624,P1039,Renato Gomes,Corporate,New,2023-05-26,2024-07-25,P1039,235 Wireless Mouse,Electronics,Peripherals,Hp,2024-07-25,3,30.21,0.15,Online,Cash,Camila,North,307.52,6206.29,522.23,94.74,0,90.63,77.0355,0.5,45.315,31.7205,2024,7,3,2024-07,41.1764705882353
11625,P1036,João Teixeira,Consumer,Returning,2023-06-07,2024-12-21,P1036,Airpods Pro,Electronics,Audio,Apple,2024-12-21,1,247.73,0.1,Online,Credit Card,Diego,North,276.76,6405.86,2864.94,444.91,0,247.73,222.957,0.7,173.41099999999997,49.54600000000002,2024,12,4,2024-12,22.222222222222232
11626,P1041,Thiago Lima,Consumer,New,2023-10-21,2025-03-06,P1041,Tab P12,Electronics,Tablets,Lenovo,2025-03-06,3,363.17,0.0,Online,Credit Card,Camila,East,48.78,5192.34,2551.05,74.88,0,1089.51,1089.51,0.75,817.1324999999999,272.37750000000005,2025,3,1,2025-03,25.000000000000007
11627,P1002,Larissa Araújo,Smb,New,2023-11-06,2025-03-01,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2025-03-01,4,331.54,0.0,Online,Credit Card,Bruno,East,133.64,9255.4,3496.44,127.22,0,1326.16,1326.16,0.8,1060.928,265.23199999999997,2025,3,1,2025-03,19.999999999999996
11628,P1045,Mariana Mendes,Smb,Returning,2023-02-13,2025-03-15,P1045,Tab Extreme,Electronics,Tablets,Lenovo,2025-03-15,3,980.0,0.1,Online,Cash,Diego,Central,161.71,12475.93,2984.62,432.67,1,2940.0,2646.0,0.75,2205.0,441.0,2025,3,1,2025-03,16.666666666666664
11629,P1039,Larissa Araújo,Consumer,Returning,2023-04-15,2025-07-18,P1039,235 Wireless Mouse,Electronics,Peripherals,Hp,2025-02-22,2,27.08,0.05,Online,Credit Card,Diego,North,92.04,5095.58,3905.27,179.32,0,54.16,51.45199999999999,0.5,27.08,24.371999999999993,2025,2,1,2025-02,47.36842105263157
11630,P1044,Vanessa Pereira,Consumer,Returning,2023-03-28,2025-07-30,P1044,Ipad 10Th Gen,Electronics,Tablets,Apple,2025-07-30,2,443.39,0.0,Online,Credit Card,Diego,East,136.85,11376.99,5794.08,105.53,0,886.78,886.78,0.75,665.085,221.69499999999994,2025,7,3,2025-07,24.999999999999993
11631,P1019,Beatriz Alves,Consumer,Returning,2022-07-19,2025-09-12,P1019,Thinkpad E14,Electronics,Laptops,Lenovo,2025-09-12,1,1156.24,0.2,Online,Cash,Ana,Central,123.75,15147.99,4483.73,322.1,0,1156.24,924.9920000000001,0.85,982.804,-57.8119999999999,2025,9,3,2025-09,-6.2499999999999885
11632,P1019,Mariana Souza,Smb,New,2022-10-16,2024-07-16,P1019,Thinkpad E14,Electronics,Laptops,Lenovo,2024-07-16,1,1044.24,0.05,Online,Debit Card,Diego,West,127.1,5834.23,5364.81,272.54,0,1044.24,992.0279999999999,0.85,887.6039999999999,104.42399999999998,2024,7,3,2024-07,10.526315789473683
11633,P1030,Fernanda Silva,Consumer,New,2023-11-15,2024-01-02,P1030,Flip 6,Electronics,Audio,Jbl,2024-01-02,2,136.84,0.15,Online,Credit Card,Bruno,West,74.6,8490.19,3242.43,238.38,1,273.68,232.628,0.7,191.576,41.05199999999999,2024,1,1,2024-01,17.64705882352941
11634,P1037,Beatriz Souza,Consumer,Returning,2022-10-10,2025-02-02,P1037,Airpods 3,Electronics,Audio,Apple,2024-11-07,3,192.95,0.0,Retail,Credit Card,Bruno,East,270.43,17263.16,2730.85,147.75,0,578.8499999999999,578.8499999999999,0.7,405.19499999999994,173.65499999999997,2024,11,4,2024-11,30.0
11635,P1042,Carlos Oliveira,Consumer,Returning,2022-09-03,2025-07-07,P1042,Mx Master 3S,Electronics,Peripherals,Logitech,2025-07-07,1,125.53,0.15,Online,Debit Card,Camila,Central,217.19,6766.43,1556.39,320.86,0,125.53,106.7005,0.5,62.765,43.935500000000005,2025,7,3,2025-07,41.1764705882353
11636,P1033,Patrícia Ribeiro,Consumer,Returning,2023-09-04,2025-11-11,P1033,Srs-Xb100,Electronics,Audio,Sony,2025-11-11,3,60.98,0.0,Retail,Credit Card,Ana,West,161.2,14918.98,3286.99,345.72,1,182.94,182.94,0.7,128.058,54.882000000000005,2025,11,4,2025-11,30.000000000000004
11637,P1021,Aline Costa,Consumer,New,2023-07-14,2025-02-06,P1021,Tune 770Nc,Electronics,Audio,Jbl,2025-02-06,1,152.6,0.2,Online,Credit Card,Ana,South,60.78,9341.26,3840.11,430.4,0,152.6,122.08,0.7,106.82,15.260000000000005,2025,2,1,2025-02,12.500000000000005
11638,P1004,Lucas Rocha,Consumer,New,2023-09-18,2024-07-24,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2024-07-24,3,897.75,0.0,Online,Debit Card,Camila,North,268.44,17428.72,736.99,141.44,0,2693.25,2693.25,0.8,2154.6,538.6500000000001,2024,7,3,2024-07,20.000000000000004
11639,P1039,Larissa Costa,Corporate,New,2023-01-22,2024-04-20,P1039,235 Wireless Mouse,Electronics,Peripherals,Hp,2024-04-20,2,27.4,0.0,Online,Cash,Diego,East,139.68,13195.28,2262.23,294.56,0,54.8,54.8,0.5,27.4,27.4,2024,4,2,2024-04,50.0
11640,P1031,Vanessa Araújo,Consumer,New,2023-06-04,2024-02-25,P1031,Xiaomi 14,Electronics,Smartphones,Xiaomi,2024-02-25,1,899.19,0.05,Online,Credit Card,Diego,East,58.74,13560.17,3510.25,387.19,1,899.19,854.2305,0.8,719.3520000000001,134.87849999999992,2024,2,1,2024-02,15.789473684210517
11641,P1033,Sofia Teixeira,Consumer,New,2023-04-14,2024-12-30,P1033,Srs-Xb100,Electronics,Audio,Sony,2024-12-30,1,61.11,0.25,Online,Credit Card,Bruno,North,291.34,9097.09,2494.39,87.72,0,61.11,45.832499999999996,0.7,42.776999999999994,3.055500000000002,2024,12,4,2024-12,6.666666666666672
11642,P1022,Beatriz Oliveira,Smb,Returning,2022-08-02,2025-09-10,P1022,Xps 13,Electronics,Laptops,Dell,2024-10-01,1,1246.23,0.1,Online,Credit Card,Diego,East,54.4,14714.16,2863.92,147.76,0,1246.23,1121.607,0.85,1059.2955,62.311500000000024,2024,10,4,2024-10,5.555555555555558
11643,P1032,Mariana Ribeiro,Smb,New,2022-11-18,2025-08-04,P1032,Deathadder V3,Electronics,Peripherals,Razer,2025-08-04,2,80.98,0.1,Online,Cash,Bruno,Central,105.92,12881.41,3526.98,335.2,1,161.96,145.764,0.5,80.98,64.784,2025,8,3,2025-08,44.44444444444445
11644,P1002,Larissa Araújo,Corporate,New,2023-01-25,2024-11-23,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2024-11-23,1,367.63,0.3,Retail,Credit Card,Bruno,Central,177.11,7461.89,4638.16,419.72,0,367.63,257.341,0.8,294.104,-36.76299999999998,2024,11,4,2024-11,-14.285714285714276
11645,P1010,Mateus Souza,Consumer,Returning,2023-09-26,2025-10-15,P1010,Brio 500,Electronics,Peripherals,Logitech,2025-08-19,3,133.08,0.1,Online,Debit Card,Eduardo,South,55.63,10289.1,5651.68,423.65,0,399.24,359.31600000000003,0.5,199.62,159.69600000000003,2025,8,3,2025-08,44.44444444444445
11646,P1040,Pedro Mendes,Consumer,New,2023-02-28,2024-07-11,P1040,Kiyo Pro,Electronics,Peripherals,Razer,2024-07-11,1,137.44,0.0,Retail,Credit Card,Diego,North,139.84,10489.76,3530.23,278.5,1,137.44,137.44,0.5,68.72,68.72,2024,7,3,2024-07,50.0
11647,P1035,Larissa Pereira,Consumer,Returning,2023-06-22,2025-06-27,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-06-27,1,1203.72,0.2,Online,Debit Card,Ana,South,297.34,5690.02,5679.09,401.78,0,1203.72,962.9760000000001,0.8,962.9760000000001,0.0,2025,6,2,2025-06,0.0
11648,P1004,Beatriz Costa,Consumer,New,2022-12-20,2024-01-12,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2024-01-12,2,910.2,0.05,Retail,Credit Card,Bruno,West,62.48,15220.39,5200.87,158.93,0,1820.4,1729.38,0.8,1456.3200000000002,273.05999999999995,2024,1,1,2024-01,15.789473684210522
11649,P1005,Mariana Araújo,Consumer,New,2023-05-03,2024-08-17,P1005,Latitude 5440,Electronics,Laptops,Dell,2024-08-17,3,1175.08,0.05,Online,Debit Card,Eduardo,North,119.03,12699.45,2532.19,290.64,0,3525.24,3348.9779999999996,0.85,2996.4539999999997,352.5239999999999,2024,8,3,2024-08,10.526315789473681
11650,P1035,Gabriel Rocha,Consumer,Returning,2023-01-31,2025-02-21,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-02-21,1,1202.14,0.0,Retail,Credit Card,Bruno,North,132.88,11950.47,5599.7,355.11,0,1202.14,1202.14,0.8,961.7120000000001,240.428,2025,2,1,2025-02,20.0
11651,P1029,Juliana Pereira,Smb,Returning,2023-07-28,2025-07-16,P1029,Galaxy Tab A9+,Electronics,Tablets,Samsung,2025-07-16,1,298.77,0.25,Online,Credit Card,Camila,Central,310.18,12134.58,1661.34,220.42,0,298.77,224.0775,0.75,224.0775,0.0,2025,7,3,2025-07,0.0
11652,P1004,Pedro Rocha,Corporate,Returning,2023-08-14,2024-05-19,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2024-05-19,3,942.27,0.05,Retail,Credit Card,Camila,West,251.43,10584.41,295.59,217.32,0,2826.81,2685.4694999999997,0.8,2261.448,424.02149999999983,2024,5,2,2024-05,15.789473684210522
11653,P1015,João Teixeira,Consumer,New,2023-09-25,2024-01-15,P1015,Ideapad 5,Electronics,Laptops,Lenovo,2024-01-15,2,834.74,0.05,Retail,Debit Card,Diego,North,24.59,4536.2,5902.7,445.71,0,1669.48,1586.0059999999999,0.85,1419.058,166.94799999999987,2024,1,1,2024-01,10.526315789473676
11654,P1044,Juliana Souza,Corporate,Returning,2023-04-24,2025-02-03,P1044,Ipad 10Th Gen,Electronics,Tablets,Apple,2024-08-02,1,480.48,0.0,Online,Debit Card,Bruno,East,236.37,13768.64,749.98,108.21,0,480.48,480.48,0.75,360.36,120.12,2024,8,3,2024-08,25.0
11655,P1008,Renato Araújo,Smb,Returning,2023-02-12,2025-12-16,P1008,Homepod Mini,Electronics,Audio,Apple,2024-02-03,2,105.1,0.0,Online,Credit Card,Eduardo,West,165.33,18152.17,4328.86,354.52,0,210.2,210.2,0.7,147.14,63.06,2024,2,1,2024-02,30.000000000000004
11656,P1029,Renato Mendes,Smb,New,2023-11-26,2024-05-08,P1029,Galaxy Tab A9+,Electronics,Tablets,Samsung,2024-05-08,3,300.99,0.0,Retail,Credit Card,Ana,North,38.67,12560.57,2575.98,209.92,0,902.97,902.97,0.75,677.2275,225.74250000000006,2024,5,2,2024-05,25.000000000000007
11657,P1027,Mariana Alves,Consumer,Returning,2023-10-19,2024-08-18,P1027,320K Keyboard,Electronics,Peripherals,Hp,2024-01-15,2,36.92,0.1,Online,Credit Card,Eduardo,West,203.41,13615.39,2909.09,79.76,0,73.84,66.456,0.5,36.92,29.536,2024,1,1,2024-01,44.44444444444444
11658,P1042,Larissa Souza,Consumer,Returning,2023-01-20,2025-08-16,P1042,Mx Master 3S,Electronics,Peripherals,Logitech,2025-07-25,2,118.0,0.05,Online,Cash,Ana,West,268.07,13752.01,5989.55,285.82,1,236.0,224.2,0.5,118.0,106.19999999999999,2025,7,3,2025-07,47.368421052631575
11659,P1009,Fernanda Lima,Consumer,Returning,2023-06-07,2024-12-14,P1009,Ipad Air,Electronics,Tablets,Apple,2024-11-13,1,762.24,0.1,Retail,Debit Card,Eduardo,West,100.33,5476.07,3525.22,287.35,1,762.24,686.0160000000001,0.75,571.6800000000001,114.33600000000001,2024,11,4,2024-11,16.666666666666664
11660,P1036,Lucas Lima,Corporate,Returning,2023-06-15,2025-02-21,P1036,Airpods Pro,Electronics,Audio,Apple,2025-02-21,1,256.59,0.1,Online,Debit Card,Diego,North,67.55,16869.08,4728.41,149.39,0,256.59,230.93099999999998,0.7,179.61299999999997,51.31800000000001,2025,2,1,2025-02,22.22222222222223
11661,P1028,Mateus Alves,Smb,Returning,2023-09-23,2025-02-13,P1028,Galaxy Tab S9,Electronics,Tablets,Samsung,2024-12-22,3,907.52,0.05,Online,Credit Card,Ana,North,262.31,14886.34,575.43,447.11,0,2722.56,2586.432,0.75,2041.92,544.5119999999997,2024,12,4,2024-12,21.05263157894736
11662,P1043,João Lima,Consumer,Returning,2023-10-06,2025-05-20,P1043,Blackwidow V4,Electronics,Peripherals,Razer,2025-05-20,1,178.01,0.1,Retail,Debit Card,Eduardo,Central,53.51,6307.72,17.89,237.26,0,178.01,160.209,0.5,89.005,71.20400000000001,2025,5,2,2025-05,44.44444444444445
11663,P1021,João Oliveira,Consumer,Returning,2023-01-31,2025-03-24,P1021,Tune 770Nc,Electronics,Audio,Jbl,2025-03-24,1,145.6,0.1,Retail,Credit Card,Ana,South,140.63,10167.16,2899.76,260.33,0,145.6,131.04,0.7,101.91999999999999,29.120000000000005,2025,3,1,2025-03,22.222222222222225
11664,P1031,Lucas Oliveira,Consumer,New,2023-07-07,2024-09-29,P1031,Xiaomi 14,Electronics,Smartphones,Xiaomi,2024-09-29,2,894.99,0.2,Online,Credit Card,Diego,North,70.32,12416.52,4614.01,58.0,1,1789.98,1431.9840000000002,0.8,1431.9840000000002,0.0,2024,9,3,2024-09,0.0
11665,P1005,Igor Silva,Consumer,New,2023-05-25,2025-01-07,P1005,Latitude 5440,Electronics,Laptops,Dell,2025-01-07,1,1246.02,0.0,Online,Debit Card,Camila,West,233.51,9917.73,2432.36,319.92,0,1246.02,1246.02,0.85,1059.117,186.90300000000002,2025,1,1,2025-01,15.000000000000002
11666,P1045,Vanessa Araújo,Consumer,Returning,2023-05-11,2024-06-23,P1045,Tab Extreme,Electronics,Tablets,Lenovo,2024-05-29,4,970.73,0.1,Online,Cash,Eduardo,North,229.82,10097.45,5572.98,212.67,0,3882.92,3494.628,0.75,2912.19,582.4380000000001,2024,5,2,2024-05,16.666666666666668
11667,P1042,Juliana Martins,Smb,New,2023-03-30,2024-11-18,P1042,Mx Master 3S,Electronics,Peripherals,Logitech,2024-11-18,2,118.55,0.0,Online,Cash,Ana,East,153.66,13521.08,1732.22,69.92,0,237.1,237.1,0.5,118.55,118.55,2024,11,4,2024-11,50.0
11668,P1033,Gabriel Rocha,Consumer,Returning,2023-09-03,2025-02-27,P1033,Srs-Xb100,Electronics,Audio,Sony,2025-02-27,2,62.27,0.05,Retail,Credit Card,Eduardo,South,317.69,9065.07,4704.17,260.65,0,124.54,118.313,0.7,87.178,31.135000000000005,2025,2,1,2025-02,26.315789473684216
11669,P1019,Aline Pereira,Consumer,Returning,2023-09-28,2025-09-23,P1019,Thinkpad E14,Electronics,Laptops,Lenovo,2025-05-11,1,1178.67,0.0,Retail,Credit Card,Camila,West,74.45,15542.85,2985.64,161.15,0,1178.67,1178.67,0.85,1001.8695,176.80050000000006,2025,5,2,2025-05,15.000000000000005
11670,P1013,Igor Alves,Consumer,Returning,2022-11-24,2025-09-30,P1013,Wf-1000Xm5,Electronics,Audio,Sony,2025-09-30,4,272.73,0.0,Online,Credit Card,Ana,East,277.98,12870.54,1653.61,306.41,0,1090.92,1090.92,0.7,763.644,327.27600000000007,2025,9,3,2025-09,30.000000000000004
11671,P1036,Aline Martins,Consumer,Returning,2023-06-01,2025-07-11,P1036,Airpods Pro,Electronics,Audio,Apple,2025-02-16,1,250.75,0.15,Online,Credit Card,Camila,South,154.91,7873.27,888.44,419.13,1,250.75,213.1375,0.7,175.52499999999998,37.61250000000001,2025,2,1,2025-02,17.64705882352942
11672,P1033,Carlos Pereira,Smb,New,2023-11-20,2025-12-05,P1033,Srs-Xb100,Electronics,Audio,Sony,2025-12-05,1,60.25,0.1,Online,Debit Card,Diego,West,234.79,9222.22,3517.78,343.0,0,60.25,54.225,0.7,42.175,12.050000000000004,2025,12,4,2025-12,22.22222222222223
11673,P1014,Mateus Barbosa,Smb,Returning,2023-08-27,2025-12-01,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-12-01,2,336.97,0.0,Online,Credit Card,Bruno,West,174.2,13301.87,1650.81,324.35,0,673.94,673.94,0.7,471.758,202.18200000000007,2025,12,4,2025-12,30.00000000000001
11674,P1042,Renato Mendes,Consumer,New,2023-05-31,2025-08-08,P1042,Mx Master 3S,Electronics,Peripherals,Logitech,2025-08-08,4,111.2,0.15,Retail,Cash,Bruno,South,169.21,6609.23,5130.15,410.18,0,444.8,378.08,0.5,222.4,155.67999999999998,2025,8,3,2025-08,41.17647058823529
11675,P1028,Igor Souza,Consumer,Returning,2023-03-14,2025-08-23,P1028,Galaxy Tab S9,Electronics,Tablets,Samsung,2024-12-22,1,910.47,0.2,Online,Credit Card,Camila,East,125.36,5753.89,3958.66,344.71,0,910.47,728.3760000000001,0.75,682.8525,45.523500000000126,2024,12,4,2024-12,6.250000000000017
11676,P1012,Gabriel Silva,Consumer,Returning,2022-09-19,2025-09-23,P1012,Macbook Air M3,Electronics,Laptops,Apple,2024-03-28,1,1379.94,0.2,Online,Credit Card,Bruno,South,167.57,4571.31,5587.86,122.95,0,1379.94,1103.952,0.85,1172.949,-68.99700000000007,2024,3,1,2024-03,-6.250000000000007
11677,P1012,Carlos Barbosa,Consumer,Returning,2022-08-13,2025-03-09,P1012,Macbook Air M3,Electronics,Laptops,Apple,2024-11-11,3,1518.08,0.15,Retail,Credit Card,Ana,West,267.12,6413.86,289.93,216.88,0,4554.24,3871.104,0.85,3871.104,0.0,2024,11,4,2024-11,0.0
11678,P1004,Ana Alves,Corporate,Returning,2022-10-25,2025-01-10,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-01-10,1,887.18,0.15,Online,Credit Card,Diego,East,307.81,7294.57,2597.64,353.32,1,887.18,754.103,0.8,709.744,44.358999999999924,2025,1,1,2025-01,5.88235294117646
11679,P1039,Larissa Costa,Consumer,New,2022-09-28,2024-06-28,P1039,235 Wireless Mouse,Electronics,Peripherals,Hp,2024-06-28,1,29.36,0.15,Online,Credit Card,Eduardo,East,133.68,7151.61,5055.12,244.33,0,29.36,24.956,0.5,14.68,10.276,2024,6,2,2024-06,41.17647058823529
11680,P1006,Pedro Silva,Corporate,Returning,2022-11-10,2024-09-06,P1006,Iphone 15,Electronics,Smartphones,Apple,2024-09-06,1,1007.65,0.05,Online,Credit Card,Diego,South,170.36,5184.09,4952.33,250.53,1,1007.65,957.2674999999999,0.8,806.12,151.14749999999992,2024,9,3,2024-09,15.78947368421052
11681,P1024,Sofia Rocha,Consumer,Returning,2022-09-30,2024-05-17,P1024,Galaxy Tab S9 Fe,Electronics,Tablets,Samsung,2024-02-20,1,576.23,0.15,Online,Credit Card,Ana,North,145.4,9969.96,4125.29,411.35,0,576.23,489.7955,0.75,432.1725,57.62299999999999,2024,2,1,2024-02,11.76470588235294
11682,P1025,Thiago Mendes,Consumer,Returning,2022-12-31,2025-05-19,P1025,Usb-C Dock G5,Electronics,Peripherals,Hp,2024-08-22,4,185.02,0.25,Online,Credit Card,Diego,West,67.11,17871.48,1052.7,329.15,1,740.08,555.0600000000001,0.5,370.04,185.02000000000004,2024,8,3,2024-08,33.333333333333336
11683,P1022,Renato Oliveira,Corporate,New,2022-10-26,2024-03-15,P1022,Xps 13,Electronics,Laptops,Dell,2024-03-15,1,1195.63,0.1,Online,Cash,Diego,South,62.16,12438.74,3192.71,203.34,0,1195.63,1076.0670000000002,0.85,1016.2855000000001,59.781500000000165,2024,3,1,2024-03,5.55555555555557
11684,P1035,Larissa Costa,Consumer,Returning,2022-10-31,2024-11-15,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2024-11-15,1,1211.67,0.05,Retail,Credit Card,Ana,North,68.26,9636.19,694.75,222.1,0,1211.67,1151.0865000000001,0.8,969.3360000000001,181.7505,2024,11,4,2024-11,15.789473684210522
11685,P1036,Mateus Ribeiro,Consumer,New,2023-09-13,2025-03-28,P1036,Airpods Pro,Electronics,Audio,Apple,2025-03-28,1,255.38,0.0,Retail,Debit Card,Diego,South,289.67,17345.38,5187.0,352.9,0,255.38,255.38,0.7,178.766,76.614,2025,3,1,2025-03,30.000000000000004
11686,P1005,Thiago Teixeira,Smb,New,2023-07-25,2025-07-11,P1005,Latitude 5440,Electronics,Laptops,Dell,2025-07-11,1,1292.38,0.2,Online,Cash,Ana,West,119.54,16556.25,1591.01,126.26,1,1292.38,1033.9040000000002,0.85,1098.5230000000001,-64.61899999999991,2025,7,3,2025-07,-6.24999999999999
11687,P1035,Thiago Souza,Consumer,New,2022-07-29,2025-08-08,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-08-08,1,1250.38,0.0,Retail,Credit Card,Ana,North,223.6,5343.42,2568.9,95.13,0,1250.38,1250.38,0.8,1000.3040000000001,250.07600000000002,2025,8,3,2025-08,20.0
11688,P1035,Patrícia Alves,Consumer,Returning,2023-07-19,2025-11-05,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-11-05,1,1267.0,0.2,Online,Credit Card,Diego,North,89.8,8121.1,567.36,181.54,0,1267.0,1013.6,0.8,1013.6,0.0,2025,11,4,2025-11,0.0
11689,P1023,Juliana Araújo,Smb,Returning,2023-03-04,2025-12-11,P1023,Galaxy A55,Electronics,Smartphones,Samsung,2024-03-23,1,504.98,0.0,Online,Cash,Bruno,Central,295.09,15142.2,4690.72,146.64,0,504.98,504.98,0.8,403.98400000000004,100.99599999999998,2024,3,1,2024-03,19.999999999999996
11690,P1025,Ana Mendes,Consumer,Returning,2023-11-16,2024-06-09,P1025,Usb-C Dock G5,Electronics,Peripherals,Hp,2024-06-09,1,208.01,0.05,Online,Credit Card,Camila,South,26.65,10119.1,3159.18,295.83,0,208.01,197.60949999999997,0.5,104.005,93.60449999999997,2024,6,2,2024-06,47.36842105263157
11691,P1034,Thiago Lima,Consumer,New,2023-10-08,2025-07-14,P1034,Iphone 15 Plus,Electronics,Smartphones,Apple,2025-07-14,1,1182.03,0.0,Online,Credit Card,Ana,East,245.85,10476.37,3540.95,83.56,0,1182.03,1182.03,0.8,945.624,236.40599999999995,2025,7,3,2025-07,19.999999999999996
11692,P1011,João Gomes,Corporate,Returning,2022-08-30,2025-01-28,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2024-03-05,1,405.43,0.0,Online,Cash,Bruno,East,26.11,15071.35,2526.13,201.48,0,405.43,405.43,0.8,324.34400000000005,81.08599999999996,2024,3,1,2024-03,19.99999999999999
11693,P1019,Fernanda Gomes,Smb,Returning,2023-03-13,2025-07-28,P1019,Thinkpad E14,Electronics,Laptops,Lenovo,2025-07-28,1,1179.94,0.0,Retail,Cash,Bruno,West,209.85,5753.86,4655.96,246.75,0,1179.94,1179.94,0.85,1002.9490000000001,176.99099999999999,2025,7,3,2025-07,15.0
11694,P1033,Renato Teixeira,Corporate,Returning,2023-04-17,2025-07-29,P1033,Srs-Xb100,Electronics,Audio,Sony,2025-07-29,2,61.24,0.0,Online,Credit Card,Diego,East,264.91,9139.23,5079.11,216.67,0,122.48,122.48,0.7,85.736,36.744,2025,7,3,2025-07,30.0
11695,P1039,Pedro Pereira,Consumer,Returning,2022-11-18,2024-07-21,P1039,235 Wireless Mouse,Electronics,Peripherals,Hp,2024-02-17,2,30.45,0.0,Online,Cash,Eduardo,West,215.52,16595.14,4871.78,98.41,1,60.9,60.9,0.5,30.45,30.45,2024,2,1,2024-02,50.0
11696,P1004,Mariana Souza,Consumer,New,2023-05-13,2025-04-22,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-04-22,1,842.15,0.1,Online,Credit Card,Diego,Central,224.79,8695.85,1074.07,160.71,0,842.15,757.935,0.8,673.72,84.21499999999992,2025,4,2,2025-04,11.1111111111111
