order_id,customer_id,customer_name,customer_segment,customer_type,first_purchase_date,last_purchase_date,product_id,product_name,category,sub_category,brand,order_date,quantity,unit_price,discount_pct,sales_channel,payment_method,sales_rep,region,operating_expenses,cash_balance,debt_balance,monthly_burn,churn_flag
10972,C0526,Rafael Mendes,Consumer,New,2023-04-05,2024-04-21,P1021,Tune 770NC,Electronics,Audio,JBL,2024-04-21,2,139.07,0.00,Online,Debit Card,Bruno,Central,221.97,15683.72,3783.54,365.79,1
10973,C1631,Vanessa Costa,Consumer,New,2023-05-29,2025-12-27,P1010,Brio 500,Electronics,Peripherals,Logitech,2025-12-27,3,132.00,0.00,Online,Cash,Ana,Central,150.79,14843.56,1139.63,205.76,0
10974,C1511,Thiago Silva,Consumer,New,2023-10-30,2024-04-12,P1045,Tab Extreme,Electronics,Tablets,Lenovo,2024-04-12,1,980.00,0.00,Online,Cash,Diego,East,65.95,8408.25,1084.00,289.54,0
10975,C0138,Patrícia Ribeiro,Consumer,New,2023-09-04,2024-05-21,P1037,AirPods 3,Electronics,Audio,Apple,2024-05-21,2,174.44,0.00,Retail,Credit Card,Ana,West,187.99,15571.63,2918.30,345.72,1
10976,C1450,Beatriz Araújo,SMB,New,2023-09-12,2025-06-10,P1021,Tune 770NC,Electronics,Audio,JBL,2025-06-10,1,157.70,0.20,Online,Debit Card,Camila,Central,83.08,9252.04,5307.96,116.72,0
10977,C1398,Patrícia Pereira,Corporate,New,2022-08-23,2024-01-05,P1025,USB-C Dock G5,Electronics,Peripherals,HP,2024-01-05,1,197.36,0.20,Online,Credit Card,Camila,East,294.83,7365.56,4252.32,425.41,0
10978,C1414,Aline Lima,Corporate,Returning,2023-02-25,2024-06-15,P1042,MX Master 3S,Electronics,Peripherals,Logitech,2024-06-15,2,115.27,0.20,Retail,Credit Card,Eduardo,South,70.33,8848.85,2535.67,160.63,0
10979,C1301,Rafael Oliveira,Consumer,Returning,2022-11-18,2025-08-15,P1017,Charge 5,Electronics,Audio,JBL,2025-08-15,1,171.00,0.15,Retail,Credit Card,Diego,West,37.09,16755.07,3600.62,103.46,1
10980,C0067,Vanessa Silva,SMB,New,2023-02-02,2024-02-28,P1016,MacBook Air M2,Electronics,Laptops,Apple,2024-02-28,2,1258.15,0.00,Retail,Debit Card,Ana,East,40.71,5617.61,2575.89,395.41,0
10981,C0475,Sofia Ribeiro,SMB,New,2023-03-19,2025-08-27,P1039,235 Wireless Mouse,Electronics,Peripherals,HP,2025-08-27,1,27.79,0.05,Online,Debit Card,Diego,West,152.91,13652.75,4109.81,141.78,0
10982,C0125,Fernanda Pereira,SMB,New,2022-08-06,2024-11-13,P1006,iPhone 15,Electronics,Smartphones,Apple,2024-11-13,1,1071.59,0.15,Retail,Debit Card,Diego,South,271.57,8962.52,5194.42,369.74,0
10983,C0485,Patrícia Teixeira,Consumer,Returning,2022-12-04,2025-03-20,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2024-09-27,1,887.52,0.15,Online,Credit Card,Diego,East,318.32,12323.77,4547.06,120.55,0
10984,C0619,Renato Gomes,Corporate,New,2023-09-27,2025-08-23,P1036,AirPods Pro,Electronics,Audio,Apple,2025-08-23,1,263.87,0.05,Retail,Cash,Eduardo,North,317.17,7148.50,2524.44,274.25,0
10985,C1731,Thiago Souza,Consumer,New,2023-11-11,2025-04-10,P1006,iPhone 15,Electronics,Smartphones,Apple,2025-04-10,1,1054.74,0.20,Online,Debit Card,Camila,West,139.38,13962.71,5045.94,122.06,0
10986,C0992,Sofia Teixeira,Consumer,Returning,2022-12-03,2025-07-26,P1038,M10 Plus,Electronics,Tablets,Lenovo,2025-02-05,1,246.99,0.00,Retail,Credit Card,Diego,South,169.61,17197.26,606.07,117.75,1
10987,C0794,Pedro Ribeiro,Corporate,New,2023-02-08,2025-06-03,P1001,MX Keys S,Electronics,Peripherals,Logitech,2025-06-03,1,116.73,0.10,Retail,Debit Card,Eduardo,Central,91.41,16793.23,3766.34,235.18,0
10988,C0715,Thiago Mendes,Consumer,New,2022-11-15,2025-01-23,P1001,MX Keys S,Electronics,Peripherals,Logitech,2025-01-23,2,112.99,0.00,Retail,Debit Card,Diego,North,79.29,13191.81,2283.01,147.68,0
10989,C1123,Renato Martins,Consumer,New,2023-01-26,2025-03-27,P1016,MacBook Air M2,Electronics,Laptops,Apple,2025-03-27,2,1286.33,0.05,Online,Debit Card,Eduardo,Central,287.07,13618.59,5218.42,254.64,0
10990,C1018,Gabriel Pereira,Consumer,Returning,2022-07-13,2025-04-23,P1020,Legion Slim 5,Electronics,Laptops,Lenovo,2025-03-30,1,1462.87,0.00,Online,Credit Card,Camila,North,52.05,16026.02,3460.11,141.20,0
10991,C1354,Mariana Oliveira,Corporate,New,2023-11-01,2025-10-30,P1040,Kiyo Pro,Electronics,Peripherals,Razer,2025-10-30,4,143.93,0.00,Online,Cash,Bruno,North,254.64,4348.95,5096.60,388.26,0
10992,C0471,Carlos Ribeiro,Consumer,New,2023-10-02,2025-02-14,P1006,iPhone 15,Electronics,Smartphones,Apple,2025-02-14,2,1061.27,0.15,Retail,Credit Card,Camila,South,221.46,14836.09,1181.10,178.55,1
10993,C1341,Ana Silva,Consumer,New,2023-11-15,2025-07-04,P1034,iPhone 15 Plus,Electronics,Smartphones,Apple,2025-07-04,2,1067.90,0.00,Online,Credit Card,Camila,South,160.58,10555.67,4728.58,74.64,0
10994,C0784,Rafael Ribeiro,Consumer,New,2022-10-28,2025-06-27,P1029,Galaxy Tab A9+,Electronics,Tablets,Samsung,2025-06-27,2,301.66,0.00,Online,Cash,Bruno,North,47.87,5985.77,5200.83,317.60,1
10995,C1638,Mariana Pereira,Consumer,Returning,2023-06-05,2024-06-19,P1013,WF-1000XM5,Electronics,Audio,Sony,2024-06-19,1,299.67,0.20,Online,Credit Card,Bruno,West,138.34,16829.54,5448.42,342.80,1
10996,C0748,Renato Souza,Consumer,New,2023-01-16,2025-07-24,P1015,IdeaPad 5,Electronics,Laptops,Lenovo,2025-07-24,2,856.68,0.05,Online,Credit Card,Diego,North,221.05,4500.52,765.46,101.18,1
10997,C0267,Renato Alves,Corporate,Returning,2023-05-07,2025-05-07,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-05-07,1,956.44,0.10,Online,Credit Card,Diego,West,296.13,8085.21,3342.14,138.80,0
10998,C1356,Rafael Alves,Consumer,New,2022-10-04,2025-06-21,P1007,iPhone 14,Electronics,Smartphones,Apple,2025-06-21,2,755.47,0.20,Online,Cash,Ana,East,258.84,13976.60,5271.79,98.66,0
10999,C1633,Ana Araújo,Consumer,Returning,2022-12-28,2025-12-13,P1012,MacBook Air M3,Electronics,Laptops,Apple,2025-04-30,2,1517.57,0.00,Online,Credit Card,Bruno,South,178.91,11832.18,3421.89,258.09,0
11000,C0040,João Martins,SMB,Returning,2023-09-11,2025-11-06,P1012,MacBook Air M3,Electronics,Laptops,Apple,2024-07-02,1,1453.96,0.10,Online,Credit Card,Bruno,North,37.34,11248.66,0.00,70.85,0
11001,C0751,Lucas Mendes,Consumer,Returning,2023-10-27,2024-10-09,P1044,iPad 10th Gen,Electronics,Tablets,Apple,2024-10-09,1,457.59,0.10,Online,Credit Card,Camila,West,139.84,13450.43,1856.01,121.49,0
11002,C1515,Patrícia Souza,Consumer,New,2022-11-19,2024-06-24,P1023,Galaxy A55,Electronics,Smartphones,Samsung,2024-06-24,1,513.41,0.05,Online,Cash,Bruno,West,29.06,13555.01,1581.01,322.75,0
11003,C0599,Mateus Costa,Consumer,Returning,2022-12-30,2025-03-14,P1042,MX Master 3S,Electronics,Peripherals,Logitech,2024-01-14,2,116.57,0.25,Online,Credit Card,Eduardo,South,134.55,17774.73,826.75,52.82,1
11004,C0101,Renato Araújo,SMB,Returning,2022-12-31,2025-04-01,P1043,BlackWidow V4,Electronics,Peripherals,Razer,2025-04-01,4,178.52,0.00,Online,Credit Card,Eduardo,East,166.05,4631.21,3158.75,295.28,0
11005,C0015,Vanessa Barbosa,Consumer,Returning,2023-01-08,2024-04-19,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2024-04-19,1,1298.24,0.30,Retail,Debit Card,Ana,Central,51.77,9716.56,2533.77,431.06,1
11006,C0245,Fernanda Silva,Corporate,Returning,2022-10-24,2024-12-27,P1010,Brio 500,Electronics,Peripherals,Logitech,2024-12-27,1,123.36,0.00,Online,Cash,Camila,Central,211.41,14318.73,1026.98,391.02,0
11007,C0698,Mateus Rocha,Consumer,New,2023-05-21,2024-12-17,P1036,AirPods Pro,Electronics,Audio,Apple,2024-12-17,1,266.45,0.20,Retail,Cash,Ana,West,271.43,14247.72,2902.81,117.17,0
11008,C0171,Sofia Araújo,Consumer,New,2023-10-22,2025-04-22,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-04-22,1,961.76,0.00,Retail,Cash,Camila,South,104.10,17697.49,1999.95,308.98,0
11009,C1194,Renato Costa,Consumer,Returning,2022-11-01,2024-12-20,P1026,Inspiron 15,Electronics,Laptops,Dell,2024-12-20,1,751.05,0.05,Online,Credit Card,Eduardo,West,236.11,14918.21,3046.00,396.21,1
11010,C0890,Mariana Oliveira,Consumer,New,2023-11-09,2024-06-24,P1043,BlackWidow V4,Electronics,Peripherals,Razer,2024-06-24,3,181.68,0.00,Online,Debit Card,Camila,East,203.77,10361.21,549.75,310.95,1
11011,C1237,Rafael Gomes,Consumer,New,2022-10-21,2025-05-02,P1029,Galaxy Tab A9+,Electronics,Tablets,Samsung,2025-05-02,1,318.33,0.15,Retail,Credit Card,Eduardo,North,269.15,11494.75,3772.64,126.22,0
11012,C1563,Patrícia Costa,Consumer,Returning,2023-10-30,2025-10-24,P1040,Kiyo Pro,Electronics,Peripherals,Razer,2025-10-24,1,144.16,0.00,Online,Credit Card,Ana,North,234.07,11105.10,2244.92,408.24,0
11013,C0135,Sofia Silva,Consumer,Returning,2023-06-15,2025-06-25,P1022,XPS 13,Electronics,Laptops,Dell,2024-08-21,1,1221.57,0.20,Online,Debit Card,Bruno,South,124.72,15512.00,1414.97,380.23,0
11014,C0453,Aline Lima,SMB,New,2022-10-29,2024-02-24,P1012,MacBook Air M3,Electronics,Laptops,Apple,2024-02-24,1,1399.35,0.25,Retail,Debit Card,Ana,North,221.06,13764.90,5292.29,304.18,1
11015,C1456,Juliana Barbosa,Corporate,Returning,2022-10-18,2025-03-31,P1006,iPhone 15,Electronics,Smartphones,Apple,2024-07-05,1,1064.76,0.00,Retail,Credit Card,Eduardo,North,282.67,7200.39,0.26,100.47,0
11016,C0258,Thiago Mendes,SMB,New,2022-08-25,2024-12-03,P1009,iPad Air,Electronics,Tablets,Apple,2024-12-03,1,861.01,0.00,Retail,Credit Card,Eduardo,Central,208.31,14584.99,4173.29,261.11,0
11017,C1326,Carlos Martins,Consumer,Returning,2023-06-12,2025-12-01,P1027,320K Keyboard,Electronics,Peripherals,HP,2025-12-01,1,40.21,0.15,Retail,Credit Card,Camila,South,277.82,8256.07,4417.76,97.11,0
11018,C0884,Rafael Lima,Consumer,New,2023-05-10,2024-11-04,P1010,Brio 500,Electronics,Peripherals,Logitech,2024-11-04,1,134.77,0.05,Online,Debit Card,Bruno,Central,185.33,17734.14,1005.30,162.40,0
11019,C1303,Ana Oliveira,Consumer,Returning,2023-08-20,2025-06-08,P1034,iPhone 15 Plus,Electronics,Smartphones,Apple,2025-02-20,1,1158.91,0.00,Online,Credit Card,Bruno,East,109.97,16259.13,2437.57,62.82,0
11020,C0582,Sofia Mendes,Consumer,New,2023-11-23,2025-02-14,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-02-14,1,913.20,0.10,Retail,Debit Card,Diego,East,261.92,11457.39,1133.96,81.93,1
11021,C1274,Carlos Mendes,Consumer,Returning,2022-10-26,2025-08-11,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-08-11,1,1199.08,0.00,Online,Debit Card,Eduardo,South,255.68,8965.68,3409.90,340.89,0
11022,C0961,Gabriel Martins,Consumer,Returning,2022-07-23,2025-04-12,P1013,WF-1000XM5,Electronics,Audio,Sony,2025-04-12,1,293.61,0.15,Online,Credit Card,Ana,West,83.59,9213.31,1108.78,354.87,0
11023,C1717,Mateus Costa,SMB,New,2023-04-13,2024-08-23,P1014,WH-1000XM5,Electronics,Audio,Sony,2024-08-23,1,308.02,0.00,Online,Credit Card,Camila,North,207.13,12965.79,1548.29,280.46,1
11024,C1678,Igor Gomes,SMB,New,2023-05-30,2024-08-23,P1019,ThinkPad E14,Electronics,Laptops,Lenovo,2024-08-23,1,1068.09,0.00,Online,Credit Card,Bruno,East,41.52,7539.99,3205.68,415.53,1
11025,C0749,Aline Mendes,Consumer,New,2022-12-24,2025-05-25,P1024,Galaxy Tab S9 FE,Electronics,Tablets,Samsung,2025-05-25,1,556.71,0.25,Online,Debit Card,Camila,South,58.91,9911.87,1330.47,143.07,1
11026,C0613,Rafael Rocha,Consumer,New,2023-06-19,2024-03-13,P1029,Galaxy Tab A9+,Electronics,Tablets,Samsung,2024-03-13,1,304.77,0.05,Online,Credit Card,Camila,South,169.29,16472.34,4330.02,276.26,1
11027,C1579,Sofia Souza,SMB,New,2022-11-13,2024-09-12,P1036,AirPods Pro,Electronics,Audio,Apple,2024-09-12,3,258.27,0.20,Retail,Credit Card,Bruno,East,200.26,17102.12,2652.27,122.90,0
11028,C0141,Aline Rocha,SMB,New,2023-10-26,2024-12-07,P1030,Flip 6,Electronics,Audio,JBL,2024-12-07,2,136.40,0.00,Online,Credit Card,Diego,West,257.64,6049.87,749.17,295.97,0
11029,C1331,Vanessa Ribeiro,SMB,New,2022-12-18,2024-09-08,P1034,iPhone 15 Plus,Electronics,Smartphones,Apple,2024-09-08,1,1148.91,0.00,Online,Cash,Ana,Central,214.40,12942.25,399.42,353.93,0
11030,C0487,Mariana Gomes,Consumer,New,2023-07-20,2025-04-14,P1019,ThinkPad E14,Electronics,Laptops,Lenovo,2025-04-14,1,1023.94,0.00,Online,Credit Card,Eduardo,West,166.30,15838.19,90.37,231.20,1
11031,C1220,Vanessa Gomes,Consumer,New,2022-11-06,2024-07-13,P1015,IdeaPad 5,Electronics,Laptops,Lenovo,2024-07-13,1,823.64,0.05,Retail,Credit Card,Eduardo,North,45.67,6230.78,2454.03,112.53,1
11032,C1545,Renato Barbosa,Corporate,Returning,2022-10-09,2024-10-05,P1019,ThinkPad E14,Electronics,Laptops,Lenovo,2024-08-09,1,1096.47,0.05,Online,Credit Card,Eduardo,South,23.79,10718.29,1933.92,295.71,0
11033,C1345,Sofia Gomes,SMB,Returning,2022-10-28,2025-07-27,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-06-19,1,1396.04,0.05,Online,Credit Card,Eduardo,East,299.24,13031.40,5486.34,422.31,0
11034,C0718,Ana Pereira,Consumer,Returning,2023-05-16,2025-01-25,P1008,HomePod mini,Electronics,Audio,Apple,2025-01-25,1,107.26,0.05,Retail,Credit Card,Bruno,Central,22.56,14771.06,4229.24,281.38,0
11035,C1000,Beatriz Souza,Consumer,New,2023-04-08,2025-10-15,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-10-15,4,1218.41,0.10,Retail,Credit Card,Bruno,West,76.92,10292.33,2563.65,207.67,0
11036,C1057,Igor Martins,SMB,Returning,2023-11-26,2024-10-21,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2024-01-30,3,381.25,0.15,Online,Cash,Eduardo,Central,191.87,14376.65,5425.78,203.04,0
11037,C1314,Thiago Costa,Consumer,New,2022-09-22,2025-07-15,P1007,iPhone 14,Electronics,Smartphones,Apple,2025-07-15,1,794.07,0.00,Online,Credit Card,Ana,West,128.71,13711.22,2942.99,318.52,0
11038,C0764,Larissa Barbosa,Consumer,Returning,2022-08-05,2025-08-19,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2025-05-18,2,325.77,0.00,Online,Credit Card,Eduardo,East,264.88,14839.92,4618.87,73.19,0
11039,C1538,Mateus Araújo,Consumer,New,2022-11-02,2025-11-02,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2025-11-02,1,1317.41,0.00,Online,Credit Card,Eduardo,East,143.98,8116.81,1778.15,133.35,0
11040,C1579,Sofia Souza,SMB,Returning,2022-11-13,2024-09-12,P1022,XPS 13,Electronics,Laptops,Dell,2024-09-04,1,1236.66,0.05,Online,Credit Card,Eduardo,South,270.61,16809.72,2427.18,122.90,0
11041,C0985,Igor Ribeiro,SMB,Returning,2023-01-21,2025-07-14,P1014,WH-1000XM5,Electronics,Audio,Sony,2024-05-27,1,305.71,0.25,Retail,Credit Card,Camila,North,214.72,7884.36,2614.83,363.57,0
11042,C0065,Vanessa Rocha,Corporate,Returning,2022-10-19,2024-11-08,P1008,HomePod mini,Electronics,Audio,Apple,2024-02-07,2,110.50,0.05,Online,Cash,Diego,West,84.97,11311.10,1451.11,239.11,0
11043,C0774,Renato Martins,Consumer,New,2023-02-09,2024-07-26,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2024-07-26,2,938.12,0.00,Online,Debit Card,Ana,North,190.72,14904.23,2813.94,313.00,0
11044,C1260,Pedro Pereira,Consumer,Returning,2023-01-23,2025-10-06,P1019,ThinkPad E14,Electronics,Laptops,Lenovo,2025-05-18,1,1136.61,0.00,Retail,Debit Card,Diego,East,317.03,6826.19,758.70,228.88,0
11045,C1049,Larissa Barbosa,Consumer,Returning,2022-08-01,2025-01-02,P1036,AirPods Pro,Electronics,Audio,Apple,2025-01-02,1,253.21,0.05,Online,Credit Card,Camila,West,29.15,9181.03,4991.66,351.13,1
11046,C0266,Fernanda Martins,Consumer,New,2023-02-21,2025-01-16,P1006,iPhone 15,Electronics,Smartphones,Apple,2025-01-16,1,993.90,0.15,Retail,Credit Card,Camila,North,215.06,9386.91,3956.09,196.27,1
11047,C1692,Mateus Barbosa,SMB,Returning,2023-09-10,2025-03-16,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2024-06-18,2,399.44,0.20,Online,Credit Card,Diego,North,230.57,13298.24,3758.73,247.73,0
11048,C0446,Lucas Ribeiro,Consumer,Returning,2023-09-30,2025-12-11,P1017,Charge 5,Electronics,Audio,JBL,2025-07-20,1,172.57,0.10,Online,Debit Card,Bruno,West,37.53,14674.79,2184.88,302.53,0
11049,C0662,Juliana Gomes,Consumer,New,2023-06-23,2024-11-06,P1043,BlackWidow V4,Electronics,Peripherals,Razer,2024-11-06,1,178.26,0.15,Online,Debit Card,Camila,Central,179.62,17918.60,2213.49,93.18,0
11050,C0501,Pedro Pereira,Corporate,Returning,2023-04-22,2025-01-16,P1044,iPad 10th Gen,Electronics,Tablets,Apple,2024-03-19,1,416.07,0.25,Retail,Cash,Eduardo,North,226.20,13380.28,2772.83,258.72,0
11051,C1203,Beatriz Oliveira,SMB,New,2022-08-02,2025-09-10,P1032,DeathAdder V3,Electronics,Peripherals,Razer,2025-09-10,3,81.14,0.05,Online,Credit Card,Diego,North,280.99,14045.43,3135.50,147.76,0
11052,C1702,Vanessa Pereira,Consumer,New,2023-03-28,2024-05-08,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2024-05-08,2,421.15,0.05,Online,Debit Card,Camila,West,138.04,10647.98,5799.21,105.53,0
11053,C0593,Vanessa Barbosa,Consumer,New,2023-06-08,2024-09-25,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2024-09-25,1,840.49,0.15,Online,Credit Card,Eduardo,North,108.11,5885.81,2177.26,337.00,0
11054,C0176,Sofia Barbosa,SMB,New,2022-11-28,2024-11-18,P1042,MX Master 3S,Electronics,Peripherals,Logitech,2024-11-18,2,117.95,0.10,Online,Credit Card,Ana,Central,123.24,8620.77,4417.58,437.53,1
11055,C1623,Pedro Lima,Consumer,New,2023-08-22,2024-04-12,P1034,iPhone 15 Plus,Electronics,Smartphones,Apple,2024-04-12,1,1154.83,0.05,Online,Credit Card,Ana,East,261.27,13144.91,667.31,225.21,0
11056,C0557,Ana Rocha,Consumer,Returning,2023-06-24,2025-04-13,P1019,ThinkPad E14,Electronics,Laptops,Lenovo,2025-04-13,1,1182.83,0.10,Retail,Credit Card,Camila,North,80.53,14516.09,2467.13,81.31,1
11057,C0544,Thiago Ribeiro,Consumer,New,2023-11-25,2025-09-20,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2025-09-20,3,400.61,0.00,Retail,Credit Card,Ana,South,133.10,6856.58,1745.95,380.20,1
11058,C0183,Mateus Barbosa,Consumer,New,2023-11-13,2024-11-03,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2024-11-03,1,367.62,0.00,Online,Debit Card,Diego,East,83.99,10208.88,5040.23,351.12,0
11059,C0094,João Teixeira,Consumer,Returning,2023-09-21,2024-09-03,P1026,Inspiron 15,Electronics,Laptops,Dell,2024-03-30,1,693.42,0.00,Online,Credit Card,Camila,East,137.36,14589.73,3471.66,377.94,1
11060,C0812,Mateus Costa,Consumer,Returning,2023-03-11,2024-08-28,P1006,iPhone 15,Electronics,Smartphones,Apple,2024-03-03,1,965.53,0.05,Online,Credit Card,Eduardo,West,250.67,9849.18,1863.30,336.08,0
11061,C1211,Juliana Araújo,Corporate,New,2022-09-12,2024-03-12,P1007,iPhone 14,Electronics,Smartphones,Apple,2024-03-12,1,849.90,0.00,Retail,Credit Card,Ana,West,257.76,12748.06,1340.43,380.53,0
11062,C0996,Thiago Barbosa,SMB,New,2022-11-13,2025-05-07,P1003,iPad mini,Electronics,Tablets,Apple,2025-05-07,1,638.05,0.10,Retail,Cash,Ana,West,174.56,10926.35,1239.92,332.12,0
11063,C0906,Sofia Araújo,SMB,New,2022-12-31,2024-02-23,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2024-02-23,4,336.61,0.00,Retail,Credit Card,Camila,North,303.00,9281.13,4175.38,433.52,1
11064,C1213,Fernanda Rocha,Consumer,New,2022-08-22,2024-08-25,P1026,Inspiron 15,Electronics,Laptops,Dell,2024-08-25,1,768.41,0.00,Online,Credit Card,Camila,East,301.56,15268.33,3578.70,406.45,0
11065,C0984,Rafael Barbosa,Consumer,New,2023-08-28,2024-08-27,P1042,MX Master 3S,Electronics,Peripherals,Logitech,2024-08-27,1,126.75,0.20,Retail,Credit Card,Eduardo,Central,67.47,14292.87,3014.98,323.89,0
11066,C0440,Rafael Barbosa,Corporate,New,2023-02-10,2025-09-20,P1025,USB-C Dock G5,Electronics,Peripherals,HP,2025-09-20,1,209.55,0.00,Retail,Credit Card,Eduardo,East,247.11,15397.12,350.99,291.94,0
11067,C1038,Fernanda Martins,Corporate,Returning,2022-12-15,2025-03-28,P1036,AirPods Pro,Electronics,Audio,Apple,2024-07-19,2,261.42,0.15,Retail,Credit Card,Camila,South,269.36,13002.87,380.29,47.24,0
11068,C1664,Beatriz Teixeira,Consumer,New,2022-09-17,2024-04-04,P1005,Latitude 5440,Electronics,Laptops,Dell,2024-04-04,1,1118.09,0.20,Online,Debit Card,Ana,West,294.56,8624.17,2547.48,232.80,0
11069,C0882,Igor Lima,Consumer,New,2023-11-08,2025-10-18,P1007,iPhone 14,Electronics,Smartphones,Apple,2025-10-18,1,846.65,0.15,Online,Credit Card,Ana,West,53.96,14523.98,4540.62,264.33,0
11070,C1204,Mariana Ribeiro,SMB,Returning,2023-11-03,2025-08-25,P1013,WF-1000XM5,Electronics,Audio,Sony,2024-09-26,1,274.56,0.15,Online,Debit Card,Ana,North,301.11,12596.05,972.71,83.17,0
11071,C0672,Sofia Costa,SMB,Returning,2022-11-13,2025-09-05,P1019,ThinkPad E14,Electronics,Laptops,Lenovo,2025-09-05,1,1055.13,0.00,Online,Cash,Eduardo,West,134.44,9440.47,393.26,209.69,0
11072,C0742,Mateus Costa,Consumer,New,2023-09-21,2024-02-26,P1018,MacBook Pro 14,Electronics,Laptops,Apple,2024-02-26,1,2037.74,0.00,Retail,Credit Card,Ana,North,217.50,10193.71,779.13,139.89,1
11073,C0670,Vanessa Silva,Consumer,New,2022-12-17,2025-08-22,P1026,Inspiron 15,Electronics,Laptops,Dell,2025-08-22,1,756.41,0.15,Retail,Debit Card,Eduardo,North,54.91,15863.84,1980.13,437.54,0
11074,C0097,Igor Ribeiro,SMB,Returning,2022-11-06,2024-05-23,P1008,HomePod mini,Electronics,Audio,Apple,2024-05-23,2,103.65,0.15,Online,Credit Card,Eduardo,Central,27.78,12840.13,4775.20,111.83,0
11075,C1452,Larissa Rocha,Consumer,Returning,2022-10-01,2024-05-10,P1043,BlackWidow V4,Electronics,Peripherals,Razer,2024-05-10,1,202.07,0.00,Online,Credit Card,Ana,West,220.29,10626.27,1996.39,318.21,0
11076,C1287,Igor Barbosa,Corporate,New,2023-07-08,2024-11-20,P1034,iPhone 15 Plus,Electronics,Smartphones,Apple,2024-11-20,2,1023.43,0.00,Retail,Debit Card,Eduardo,Central,53.95,10714.93,4056.17,231.19,0
11077,C1538,Mateus Araújo,Consumer,Returning,2022-11-02,2025-11-02,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2024-10-21,1,342.55,0.10,Online,Debit Card,Ana,South,70.39,7123.57,1732.29,133.35,0
11078,C1286,Carlos Pereira,Consumer,New,2023-02-09,2025-06-02,P1015,IdeaPad 5,Electronics,Laptops,Lenovo,2025-06-02,1,851.81,0.10,Online,Cash,Diego,East,16.60,15448.96,593.67,366.09,0
11079,C1183,Beatriz Lima,Consumer,Returning,2023-10-24,2024-08-21,P1008,HomePod mini,Electronics,Audio,Apple,2024-08-21,2,117.33,0.00,Retail,Credit Card,Diego,West,292.74,15034.71,1065.69,114.79,0
11080,C0493,Mateus Gomes,SMB,New,2022-08-06,2025-10-01,P1005,Latitude 5440,Electronics,Laptops,Dell,2025-10-01,1,1265.31,0.00,Online,Credit Card,Eduardo,West,246.58,11509.48,1768.35,413.65,0
11081,C0571,Aline Oliveira,Consumer,Returning,2022-11-03,2025-10-09,P1010,Brio 500,Electronics,Peripherals,Logitech,2025-10-06,1,133.20,0.05,Online,Cash,Ana,North,107.21,19088.38,477.34,293.42,0
11082,C0873,Carlos Rocha,Consumer,New,2023-04-26,2025-06-16,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2025-06-16,1,402.95,0.05,Retail,Credit Card,Camila,Central,219.84,8816.89,4753.76,419.95,0
11083,C1312,Juliana Teixeira,Consumer,New,2022-08-20,2025-05-08,P1041,Tab P12,Electronics,Tablets,Lenovo,2025-05-08,1,405.02,0.00,Retail,Debit Card,Bruno,North,231.68,17227.38,3568.43,113.95,0
11084,C0483,Vanessa Gomes,Consumer,New,2022-10-27,2024-07-01,P1015,IdeaPad 5,Electronics,Laptops,Lenovo,2024-07-01,2,858.65,0.05,Online,Credit Card,Camila,Central,103.46,13741.03,5312.07,198.90,0
11085,C1275,Ana Lima,Consumer,Returning,2022-12-09,2025-08-26,P1018,MacBook Pro 14,Electronics,Laptops,Apple,2025-08-26,1,1995.71,0.15,Online,Cash,Eduardo,South,197.31,8539.89,5419.78,137.83,0
11086,C1186,Larissa Martins,SMB,Returning,2023-04-14,2025-07-31,P1026,Inspiron 15,Electronics,Laptops,Dell,2025-07-31,3,786.88,0.00,Online,Debit Card,Ana,North,159.68,7616.87,3366.40,165.47,0
11087,C0934,Renato Araújo,Consumer,Returning,2022-12-12,2025-03-11,P1011,Poco X6,Electronics,Smartphones,Xiaomi,2025-03-11,1,389.75,0.25,Online,Credit Card,Ana,South,124.35,5251.42,1034.27,269.20,0
11088,C0329,Mariana Ribeiro,Consumer,New,2023-07-12,2025-07-10,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-07-10,1,884.32,0.00,Retail,Credit Card,Bruno,Central,308.91,9325.88,4441.61,158.63,0
